Baseline 100%T,,18-11-03ReyndsYbPerov,,20-03-10ReesPerov,,20-03-10ReesYbPerovA,,20-03-10ReesYbPerovB,,20-03-10ReesYbPerovC,,20-03-12ReesYbPerovA,,20-03-12ReesYbPerovB,,20-03-12ReesYbPerovReyndsPbCl2A,,20-03-12ReesYbPerovReyndsPbCl2B,,20-03-12ReesYbPerovReyndsPbCl2C,
417.0329895,0.119521968,417.0329895,0.280360758,417.0329895,0.157427788,417.0329895,0.072805025,417.0329895,0.132942855,417.0329895,0.152519941,417.0329895,0.135507345,417.0329895,0.18362473,417.0329895,0.127410099,417.0329895,0.136029929,417.0329895,0.181654185
416.7000122,0.119608559,416.7000122,0.284026593,416.7000122,0.161171764,416.7000122,0.072860189,416.7000122,0.133065984,416.7000122,0.152737945,416.7000122,0.135866344,416.7000122,0.183900699,416.7000122,0.128268942,416.7000122,0.137004688,416.7000122,0.182717055
416.3670044,0.119804539,416.3670044,0.288369834,416.3670044,0.165357351,416.3670044,0.072638318,416.3670044,0.133106113,416.3670044,0.153164908,416.3670044,0.135927051,416.3670044,0.184352413,416.3670044,0.129160419,416.3670044,0.137749985,416.3670044,0.18389678
416.0339966,0.119911283,416.0339966,0.293060392,416.0339966,0.170138285,416.0339966,0.072708793,416.0339966,0.133286044,416.0339966,0.153396428,416.0339966,0.136324838,416.0339966,0.184841394,416.0339966,0.130382642,416.0339966,0.138634369,416.0339966,0.185211629
415.7009888,0.120117873,415.7009888,0.298019916,415.7009888,0.17559281,415.7009888,0.072676234,415.7009888,0.133488536,415.7009888,0.153692335,415.7009888,0.136567637,415.7009888,0.185098395,415.7009888,0.13147606,415.7009888,0.139825895,415.7009888,0.18681857
415.3680115,0.120148152,415.3680115,0.303548008,415.3680115,0.181757033,415.3680115,0.072877057,415.3680115,0.133985162,415.3680115,0.154252276,415.3680115,0.136989221,415.3680115,0.18586576,415.3680115,0.133000791,415.3680115,0.141071856,415.3680115,0.188836485
415.0350037,0.120276183,415.0350037,0.309306353,415.0350037,0.188749641,415.0350037,0.073116533,415.0350037,0.134340107,415.0350037,0.154644445,415.0350037,0.137636572,415.0350037,0.186434105,415.0350037,0.134726703,415.0350037,0.142496243,415.0350037,0.190799072
414.7019958,0.120318353,414.7019958,0.315492034,414.7019958,0.196586326,414.7019958,0.073307753,414.7019958,0.134913832,414.7019958,0.155148327,414.7019958,0.138163865,414.7019958,0.186997026,414.7019958,0.13660036,414.7019958,0.144049943,414.7019958,0.19322519
414.368988,0.12035992,414.368988,0.321785986,414.368988,0.205299377,414.368988,0.073486298,414.368988,0.135800868,414.368988,0.155799776,414.368988,0.13883239,414.368988,0.1878189,414.368988,0.138726279,414.368988,0.145703241,414.368988,0.195915178
414.0360107,0.120280929,414.0360107,0.328928411,414.0360107,0.21562618,414.0360107,0.07390327,414.0360107,0.136549175,414.0360107,0.156825811,414.0360107,0.139889807,414.0360107,0.188734055,414.0360107,0.141591355,414.0360107,0.148012698,414.0360107,0.199178636
413.7030029,0.120184615,413.7030029,0.335672706,413.7030029,0.226455808,413.7030029,0.074431702,413.7030029,0.137379736,413.7030029,0.157614648,413.7030029,0.14083916,413.7030029,0.189703435,413.7030029,0.144348547,413.7030029,0.150169194,413.7030029,0.202769756
413.3699951,0.120103166,413.3699951,0.342795163,413.3699951,0.238960937,413.3699951,0.07484623,413.3699951,0.138561532,413.3699951,0.158665851,413.3699951,0.14185819,413.3699951,0.190964878,413.3699951,0.147629961,413.3699951,0.152848348,413.3699951,0.206811503
413.0369873,0.119830944,413.0369873,0.349739969,413.0369873,0.251922041,413.0369873,0.075442232,413.0369873,0.139489055,413.0369873,0.159695968,413.0369873,0.143296644,413.0369873,0.192176834,413.0369873,0.151385427,413.0369873,0.155727923,413.0369873,0.211139992
412.70401,0.119714089,412.70401,0.356539726,412.70401,0.266306818,412.70401,0.076098889,412.70401,0.140734762,412.70401,0.161016017,412.70401,0.144506335,412.70401,0.193624362,412.70401,0.155338511,412.70401,0.158956572,412.70401,0.216055304
412.3710022,0.119444124,412.3710022,0.362395823,412.3710022,0.28044346,412.3710022,0.076742761,412.3710022,0.142131403,412.3710022,0.162486345,412.3710022,0.145981088,412.3710022,0.195494846,412.3710022,0.159417689,412.3710022,0.16220443,412.3710022,0.221039727
412.0379944,0.119126946,412.0379944,0.368455976,412.0379944,0.29586792,412.0379944,0.077652812,412.0379944,0.143410757,412.0379944,0.164076552,412.0379944,0.147871748,412.0379944,0.197183609,412.0379944,0.164142579,412.0379944,0.165926203,412.0379944,0.226787403
411.7049866,0.119042806,411.7049866,0.373139262,411.7049866,0.310131759,411.7049866,0.078476109,411.7049866,0.144742951,411.7049866,0.165646032,411.7049866,0.149161473,411.7049866,0.19895716,411.7049866,0.168785021,411.7049866,0.169396281,411.7049866,0.232205838
411.3720093,0.118735276,411.3720093,0.377530277,411.3720093,0.324834228,411.3720093,0.07919082,411.3720093,0.146292701,411.3720093,0.167512626,411.3720093,0.150864497,411.3720093,0.200773537,411.3720093,0.173873916,411.3720093,0.173394188,411.3720093,0.238235563
411.0390015,0.118471496,411.0390015,0.38092503,411.0390015,0.33790645,411.0390015,0.080248065,411.0390015,0.147654429,411.0390015,0.169258848,411.0390015,0.152764067,411.0390015,0.202446714,411.0390015,0.178814769,411.0390015,0.177082166,411.0390015,0.24375917
410.7059937,0.118428581,410.7059937,0.383215904,410.7059937,0.349462032,410.7059937,0.080748953,410.7059937,0.148985028,410.7059937,0.170723826,410.7059937,0.154134721,410.7059937,0.2040191,410.7059937,0.18355231,410.7059937,0.180532575,410.7059937,0.249126539
410.3729858,0.118428715,410.3729858,0.385132492,410.3729858,0.359037012,410.3729858,0.08130651,410.3729858,0.150175601,410.3729858,0.172284141,410.3729858,0.1555769,410.3729858,0.205314323,410.3729858,0.187938899,410.3729858,0.183662534,410.3729858,0.254061163
410.0400085,0.118300177,410.0400085,0.386282176,410.0400085,0.366508663,410.0400085,0.081980854,410.0400085,0.151158437,410.0400085,0.173774451,410.0400085,0.156942651,410.0400085,0.206682876,410.0400085,0.192280039,410.0400085,0.18674852,410.0400085,0.258591831
409.7070007,0.118292563,409.7070007,0.386772454,409.7070007,0.371646941,409.7070007,0.082417108,409.7070007,0.152174696,409.7070007,0.175096273,409.7070007,0.158317551,409.7070007,0.207849622,409.7070007,0.19610396,409.7070007,0.189466879,409.7070007,0.262500107
409.3739929,0.118417263,409.3739929,0.386957288,409.3739929,0.374439567,409.3739929,0.082675688,409.3739929,0.152827442,409.3739929,0.176141501,409.3739929,0.159147531,409.3739929,0.208745599,409.3739929,0.199012086,409.3739929,0.191366524,409.3739929,0.26547733
409.0409851,0.118474111,409.0409851,0.3865152,409.0409851,0.375196099,409.0409851,0.082903527,409.0409851,0.153348148,409.0409851,0.176991269,409.0409851,0.159972668,409.0409851,0.209480643,409.0409851,0.20163472,409.0409851,0.193059698,409.0409851,0.267768771
408.7080078,0.118551992,408.7080078,0.38564834,408.7080078,0.373574674,408.7080078,0.083057195,408.7080078,0.153689727,408.7080078,0.177714333,408.7080078,0.160639837,408.7080078,0.210056573,408.7080078,0.203641087,408.7080078,0.194219142,408.7080078,0.269307286
408.375,0.118763246,408.375,0.384444654,408.375,0.370404869,408.375,0.083055131,408.375,0.153799295,408.375,0.178301841,408.375,0.161126494,408.375,0.210459724,408.375,0.204951614,408.375,0.194826827,408.375,0.270261943
408.0419922,0.118841447,408.0419922,0.383340031,408.0419922,0.366185695,408.0419922,0.083090045,408.0419922,0.153917491,408.0419922,0.17875737,408.0419922,0.16143699,408.0419922,0.210680038,408.0419922,0.20556812,408.0419922,0.195205167,408.0419922,0.270441532
407.7089844,0.119138971,407.7089844,0.381426841,407.7089844,0.360296428,407.7089844,0.082917623,407.7089844,0.153732091,407.7089844,0.178757176,407.7089844,0.161475807,407.7089844,0.210573122,407.7089844,0.205686688,407.7089844,0.195035905,407.7089844,0.270054877
407.3760071,0.11924132,407.3760071,0.379863352,407.3760071,0.354227305,407.3760071,0.082675785,407.3760071,0.153710038,407.3760071,0.179108039,407.3760071,0.161395282,407.3760071,0.210608691,407.3760071,0.205644578,407.3760071,0.194672719,407.3760071,0.269364178
407.0429993,0.119193398,407.0429993,0.378123313,407.0429993,0.347139657,407.0429993,0.082831815,407.0429993,0.153690904,407.0429993,0.179341093,407.0429993,0.161602497,407.0429993,0.210481823,407.0429993,0.205423191,407.0429993,0.194288254,407.0429993,0.268294662
406.7099915,0.119364351,406.7099915,0.375920028,406.7099915,0.339831889,406.7099915,0.082585074,406.7099915,0.153416619,406.7099915,0.179238454,406.7099915,0.161402896,406.7099915,0.210236818,406.7099915,0.204480708,406.7099915,0.193547353,406.7099915,0.267031938
406.3770142,0.119423747,406.3770142,0.374070972,406.3770142,0.33226338,406.3770142,0.082372859,406.3770142,0.153302386,406.3770142,0.179207206,406.3770142,0.161028892,406.3770142,0.209915355,406.3770142,0.203495398,406.3770142,0.192577347,406.3770142,0.265343994
406.0440063,0.119189002,406.0440063,0.372036189,406.0440063,0.325107992,406.0440063,0.082532577,406.0440063,0.153145358,406.0440063,0.179319382,406.0440063,0.161246508,406.0440063,0.209827557,406.0440063,0.202670023,406.0440063,0.191922501,406.0440063,0.263767988
405.7109985,0.119155251,405.7109985,0.369923651,405.7109985,0.317829728,405.7109985,0.082295015,405.7109985,0.152910098,405.7109985,0.179065764,405.7109985,0.160960898,405.7109985,0.2095927,405.7109985,0.201458097,405.7109985,0.191179737,405.7109985,0.262135685
405.3779907,0.119042121,405.3779907,0.367871702,405.3779907,0.310684115,405.3779907,0.082318917,405.3779907,0.152856186,405.3779907,0.179065019,405.3779907,0.160853431,405.3779907,0.209269807,405.3779907,0.200408921,405.3779907,0.190169483,405.3779907,0.260488093
405.0450134,0.118834436,405.0450134,0.36590153,405.0450134,0.304214209,405.0450134,0.082573645,405.0450134,0.152684778,405.0450134,0.178972766,405.0450134,0.160803124,405.0450134,0.209334612,405.0450134,0.199270859,405.0450134,0.189573839,405.0450134,0.258899152
404.7120056,0.118735142,404.7120056,0.363723964,404.7120056,0.297473073,404.7120056,0.082393892,404.7120056,0.152604312,404.7120056,0.178742841,404.7120056,0.160462737,404.7120056,0.209332392,404.7120056,0.197894856,404.7120056,0.188723698,404.7120056,0.257281154
404.3789978,0.11835593,404.3789978,0.361955255,404.3789978,0.291498721,404.3789978,0.082476325,404.3789978,0.152712807,404.3789978,0.178987503,404.3789978,0.160515174,404.3789978,0.209329113,404.3789978,0.196893811,404.3789978,0.188180909,404.3789978,0.25590086
404.04599,0.118096449,404.04599,0.35974589,404.04599,0.285665929,404.04599,0.082767949,404.04599,0.152335465,404.04599,0.178872481,404.04599,0.160507172,404.04599,0.20947732,404.04599,0.195739746,404.04599,0.187688664,404.04599,0.254300296
403.7130127,0.118002147,403.7130127,0.357539684,403.7130127,0.280298263,403.7130127,0.082627244,403.7130127,0.152304873,403.7130127,0.178750768,403.7130127,0.160131708,403.7130127,0.20929198,403.7130127,0.194537461,403.7130127,0.18691501,403.7130127,0.252854168
403.3800049,0.117749125,403.3800049,0.355356932,403.3800049,0.275044918,403.3800049,0.08275874,403.3800049,0.15229544,403.3800049,0.17893818,403.3800049,0.160160452,403.3800049,0.2092935,403.3800049,0.193339139,403.3800049,0.186303943,403.3800049,0.251560867
403.0469971,0.117546946,403.0469971,0.353387952,403.0469971,0.270303518,403.0469971,0.082811266,403.0469971,0.152184546,403.0469971,0.178957954,403.0469971,0.159964293,403.0469971,0.209262818,403.0469971,0.192336917,403.0469971,0.185751408,403.0469971,0.250221551
402.7139893,0.117537379,402.7139893,0.35087809,402.7139893,0.265424877,402.7139893,0.082684234,402.7139893,0.152033866,402.7139893,0.178828761,402.7139893,0.159746155,402.7139893,0.208996713,402.7139893,0.191136971,402.7139893,0.185070097,402.7139893,0.248761922
402.381012,0.117418595,402.381012,0.348944664,402.381012,0.261251539,402.381012,0.082503773,402.381012,0.151792243,402.381012,0.178882092,402.381012,0.159530178,402.381012,0.208955929,402.381012,0.190030247,402.381012,0.184499174,402.381012,0.247573003
402.0480042,0.117486753,402.0480042,0.346471071,402.0480042,0.257019669,402.0480042,0.082434289,402.0480042,0.151444048,402.0480042,0.178490117,402.0480042,0.159246057,402.0480042,0.208549321,402.0480042,0.188964784,402.0480042,0.183718726,402.0480042,0.246276692
401.7149963,0.117648959,401.7149963,0.344175547,401.7149963,0.252909631,401.7149963,0.082147397,401.7149963,0.151085779,401.7149963,0.178285107,401.7149963,0.158799931,401.7149963,0.208187446,401.7149963,0.187776893,401.7149963,0.183000624,401.7149963,0.244902015
401.3819885,0.11759717,401.3819885,0.342274785,401.3819885,0.249297604,401.3819885,0.081890948,401.3819885,0.150865018,401.3819885,0.178162113,401.3819885,0.158700913,401.3819885,0.208117843,401.3819885,0.186595947,401.3819885,0.182206318,401.3819885,0.243647203
401.0490112,0.117843509,401.0490112,0.340096921,401.0490112,0.2457176,401.0490112,0.081806526,401.0490112,0.150355056,401.0490112,0.17756708,401.0490112,0.158357889,401.0490112,0.207614407,401.0490112,0.185560405,401.0490112,0.181456402,401.0490112,0.242554814
400.7160034,0.117950551,400.7160034,0.338163942,400.7160034,0.242700711,400.7160034,0.08143682,400.7160034,0.150181189,400.7160034,0.177452862,400.7160034,0.158022121,400.7160034,0.207649887,400.7160034,0.184611812,400.7160034,0.18092911,400.7160034,0.241605192
400.3829956,0.118148707,400.3829956,0.336428851,400.3829956,0.239525855,400.3829956,0.081233531,400.3829956,0.14986372,400.3829956,0.177147985,400.3829956,0.157710522,400.3829956,0.207280144,400.3829956,0.183354691,400.3829956,0.18013005,400.3829956,0.240370885
400.0499878,0.118380912,400.0499878,0.334843725,400.0499878,0.236679152,400.0499878,0.080897123,400.0499878,0.149309307,400.0499878,0.176717967,400.0499878,0.157234997,400.0499878,0.20702526,400.0499878,0.182424545,400.0499878,0.179522842,400.0499878,0.239309236
399.7170105,0.118644573,399.7170105,0.333064884,399.7170105,0.233950332,399.7170105,0.080543585,399.7170105,0.149082363,399.7170105,0.176407859,399.7170105,0.156912968,399.7170105,0.206732571,399.7170105,0.181307867,399.7170105,0.17889905,399.7170105,0.238258988
399.3840027,0.118649066,399.3840027,0.331798524,399.3840027,0.231715441,399.3840027,0.08057344,399.3840027,0.1488868,399.3840027,0.176387191,399.3840027,0.156744883,399.3840027,0.206644297,399.3840027,0.180627838,399.3840027,0.178394735,399.3840027,0.237671644
399.0509949,0.118772097,399.0509949,0.330555588,399.0509949,0.229472935,399.0509949,0.080379963,399.0509949,0.148512214,399.0509949,0.176131591,399.0509949,0.156578615,399.0509949,0.206490174,399.0509949,0.180070907,399.0509949,0.177982286,399.0509949,0.236743435
398.7179871,0.118868642,398.7179871,0.329216778,398.7179871,0.227394462,398.7179871,0.080120876,398.7179871,0.148420513,398.7179871,0.176190972,398.7179871,0.156399906,398.7179871,0.206237719,398.7179871,0.179301813,398.7179871,0.177600578,398.7179871,0.236139447
398.3850098,0.118613929,398.3850098,0.328606278,398.3850098,0.225907311,398.3850098,0.080472983,398.3850098,0.148517355,398.3850098,0.176567167,398.3850098,0.156530514,398.3850098,0.206629962,398.3850098,0.179141849,398.3850098,0.177699834,398.3850098,0.235913277
398.052002,0.118596345,398.052002,0.327707797,398.052002,0.224486008,398.052002,0.080443539,398.052002,0.148265481,398.052002,0.176472992,398.052002,0.156505048,398.052002,0.206518248,398.052002,0.178655565,398.052002,0.177680627,398.052002,0.235289663
397.7189941,0.118381769,397.7189941,0.326546222,397.7189941,0.22311601,397.7189941,0.080547109,397.7189941,0.148527116,397.7189941,0.176787928,397.7189941,0.1564264,397.7189941,0.206673205,397.7189941,0.178323776,397.7189941,0.177613944,397.7189941,0.235112846
397.3859863,0.118175857,397.3859863,0.32620883,397.3859863,0.222193763,397.3859863,0.080764636,397.3859863,0.148629025,397.3859863,0.177028194,397.3859863,0.156653792,397.3859863,0.207078338,397.3859863,0.17809166,397.3859863,0.17769146,397.3859863,0.234954879
397.053009,0.11789903,397.053009,0.325618476,397.053009,0.221282408,397.053009,0.081043601,397.053009,0.148715228,397.053009,0.177195311,397.053009,0.15684253,397.053009,0.207233414,397.053009,0.178185552,397.053009,0.177865073,397.053009,0.234729633
396.7200012,0.117595606,396.7200012,0.325081617,396.7200012,0.2203511,396.7200012,0.081246264,396.7200012,0.149138331,396.7200012,0.177622914,396.7200012,0.156953603,396.7200012,0.207749531,396.7200012,0.178040668,396.7200012,0.178123877,396.7200012,0.235049605
396.3869934,0.117333025,396.3869934,0.324858129,396.3869934,0.219846025,396.3869934,0.081544809,396.3869934,0.149499625,396.3869934,0.177951798,396.3869934,0.157284409,396.3869934,0.20822835,396.3869934,0.17811124,396.3869934,0.178365693,396.3869934,0.235007852
396.0539856,0.117112964,396.0539856,0.324452579,396.0539856,0.219299555,396.0539856,0.08182165,396.0539856,0.1494046,396.0539856,0.178176194,396.0539856,0.157426745,396.0539856,0.208462462,396.0539856,0.178062946,396.0539856,0.178556487,396.0539856,0.23496227
395.7210083,0.117224775,395.7210083,0.323756218,395.7210083,0.218391389,395.7210083,0.081673041,395.7210083,0.14950411,395.7210083,0.178043634,395.7210083,0.1571614,395.7210083,0.208452463,395.7210083,0.177703425,395.7210083,0.178368434,395.7210083,0.234746173
395.3880005,0.116899833,395.3880005,0.323751986,395.3880005,0.218062252,395.3880005,0.082135446,395.3880005,0.149713993,395.3880005,0.178610385,395.3880005,0.157639101,395.3880005,0.208782688,395.3880005,0.177786097,395.3880005,0.17856887,395.3880005,0.234859556
395.0549927,0.116867542,395.0549927,0.323570311,395.0549927,0.217666477,395.0549927,0.082361221,395.0549927,0.149678141,395.0549927,0.178678542,395.0549927,0.157673121,395.0549927,0.208858177,395.0549927,0.177772835,395.0549927,0.178689167,395.0549927,0.234592333
394.7219849,0.117004268,394.7219849,0.323278815,394.7219849,0.21693261,394.7219849,0.08206296,394.7219849,0.149651974,394.7219849,0.178863451,394.7219849,0.157435596,394.7219849,0.208843857,394.7219849,0.177392766,394.7219849,0.178678066,394.7219849,0.234510064
394.3890076,0.116964825,394.3890076,0.323253721,394.3890076,0.21657674,394.3890076,0.082062364,394.3890076,0.149744496,394.3890076,0.179013848,394.3890076,0.157509625,394.3890076,0.208934233,394.3890076,0.177515298,394.3890076,0.178608462,394.3890076,0.234364301
394.0559998,0.117262006,394.0559998,0.323024839,394.0559998,0.216055989,394.0559998,0.081920922,394.0559998,0.14927955,394.0559998,0.178791836,394.0559998,0.157423616,394.0559998,0.208784536,394.0559998,0.177209362,394.0559998,0.178375527,394.0559998,0.234001488
393.7229919,0.117493302,393.7229919,0.322611183,393.7229919,0.215437606,393.7229919,0.081715032,393.7229919,0.149305731,393.7229919,0.178806871,393.7229919,0.157198191,393.7229919,0.208677456,393.7229919,0.176792681,393.7229919,0.178285062,393.7229919,0.233851016
393.3899841,0.1175633,393.3899841,0.322649866,393.3899841,0.215312988,393.3899841,0.081619434,393.3899841,0.14905113,393.3899841,0.178993791,393.3899841,0.157312125,393.3899841,0.208884776,393.3899841,0.176637799,393.3899841,0.178219229,393.3899841,0.233640537
393.0570068,0.117939346,393.0570068,0.322303265,393.0570068,0.214660391,393.0570068,0.081301361,393.0570068,0.148801312,393.0570068,0.178704247,393.0570068,0.157130241,393.0570068,0.208691612,393.0570068,0.176380932,393.0570068,0.17793116,393.0570068,0.23342146
392.723999,0.118060641,392.723999,0.322190881,392.723999,0.214164183,392.723999,0.081195675,392.723999,0.148727953,392.723999,0.178560868,392.723999,0.156920835,392.723999,0.208717644,392.723999,0.176200479,392.723999,0.177991688,392.723999,0.233050272
392.3909912,0.118169539,392.3909912,0.322239965,392.3909912,0.214219168,392.3909912,0.081283785,392.3909912,0.148598507,392.3909912,0.17874369,392.3909912,0.157000274,392.3909912,0.208798945,392.3909912,0.176031798,392.3909912,0.177940175,392.3909912,0.233224779
392.0580139,0.118493937,392.0580139,0.321939975,392.0580139,0.213856056,392.0580139,0.081075452,392.0580139,0.148334786,392.0580139,0.178513929,392.0580139,0.156738639,392.0580139,0.2085502,392.0580139,0.175864428,392.0580139,0.17801103,392.0580139,0.233015209
391.7250061,0.118486695,391.7250061,0.321951032,391.7250061,0.213705763,391.7250061,0.081152298,391.7250061,0.14851436,391.7250061,0.178756863,391.7250061,0.15698044,391.7250061,0.208904207,391.7250061,0.175904244,391.7250061,0.178320736,391.7250061,0.233071879
391.3919983,0.11860726,391.3919983,0.322205305,391.3919983,0.213656738,391.3919983,0.081106275,391.3919983,0.148425534,391.3919983,0.178863213,391.3919983,0.156866148,391.3919983,0.208936364,391.3919983,0.175851852,391.3919983,0.178260863,391.3919983,0.233111322
391.0589905,0.118515529,391.0589905,0.322183102,391.0589905,0.213712499,391.0589905,0.081283189,391.0589905,0.148715556,391.0589905,0.179074571,391.0589905,0.15704447,391.0589905,0.209249869,391.0589905,0.176269203,391.0589905,0.178760842,391.0589905,0.233540356
390.7260132,0.118540324,390.7260132,0.322316051,390.7260132,0.213613853,390.7260132,0.081286184,390.7260132,0.148811847,390.7260132,0.179340899,390.7260132,0.157111034,390.7260132,0.209487259,390.7260132,0.176391184,390.7260132,0.178697869,390.7260132,0.233571827
390.3930054,0.118231453,390.3930054,0.322893977,390.3930054,0.214242309,390.3930054,0.081731841,390.3930054,0.149341866,390.3930054,0.179898366,390.3930054,0.157558546,390.3930054,0.209868476,390.3930054,0.176690981,390.3930054,0.179237858,390.3930054,0.234181255
390.0599976,0.118181869,390.0599976,0.323178649,390.0599976,0.214287892,390.0599976,0.081715278,390.0599976,0.149297148,390.0599976,0.180168301,390.0599976,0.157536671,390.0599976,0.210219264,390.0599976,0.17704986,390.0599976,0.179574311,390.0599976,0.234398052
389.7269897,0.118002348,389.7269897,0.323737443,389.7269897,0.214589655,389.7269897,0.08201737,389.7269897,0.14971593,389.7269897,0.18068555,389.7269897,0.157832354,389.7269897,0.210531294,389.7269897,0.177234054,389.7269897,0.18014349,389.7269897,0.234841868
389.3940125,0.117628492,389.3940125,0.324471057,389.3940125,0.215090811,389.3940125,0.082538053,389.3940125,0.150026456,389.3940125,0.181161419,389.3940125,0.158533156,389.3940125,0.211378753,389.3940125,0.177774519,389.3940125,0.180508375,389.3940125,0.235522717
389.0610046,0.117593028,389.0610046,0.324767232,389.0610046,0.215173617,389.0610046,0.082716055,389.0610046,0.150014669,389.0610046,0.181436509,389.0610046,0.158535466,389.0610046,0.211560741,389.0610046,0.178102106,389.0610046,0.180811495,389.0610046,0.235695288
388.7279968,0.117434204,388.7279968,0.325403184,388.7279968,0.215497121,388.7279968,0.083022475,388.7279968,0.150470421,388.7279968,0.181715846,388.7279968,0.15881598,388.7279968,0.212000668,388.7279968,0.178253606,388.7279968,0.181231678,388.7279968,0.236220375
388.394989,0.117381319,388.394989,0.325959116,388.394989,0.215757579,388.394989,0.083254099,388.394989,0.150567681,388.394989,0.182077646,388.394989,0.159194112,388.394989,0.212330863,388.394989,0.17861402,388.394989,0.181443811,388.394989,0.236572504
388.0620117,0.117487975,388.0620117,0.326323867,388.0620117,0.215693429,388.0620117,0.083251029,388.0620117,0.150725588,388.0620117,0.1821675,388.0620117,0.159130395,388.0620117,0.21245037,388.0620117,0.178805739,388.0620117,0.181672588,388.0620117,0.236668125
387.7290039,0.117404215,387.7290039,0.326566219,387.7290039,0.216215059,387.7290039,0.083504893,387.7290039,0.151228353,387.7290039,0.182810471,387.7290039,0.159567475,387.7290039,0.212962121,387.7290039,0.179202274,387.7290039,0.182106465,387.7290039,0.237245217
387.3959961,0.117636398,387.3959961,0.326868087,387.3959961,0.21622546,387.3959961,0.083314963,387.3959961,0.151014775,387.3959961,0.182710633,387.3959961,0.159582466,387.3959961,0.212958813,387.3959961,0.179352671,387.3959961,0.182030529,387.3959961,0.237026736
387.0629883,0.11779014,387.0629883,0.327102512,387.0629883,0.216197267,387.0629883,0.083297998,387.0629883,0.150924951,387.0629883,0.182893008,387.0629883,0.159535453,387.0629883,0.212964997,387.0629883,0.179459602,387.0629883,0.182277486,387.0629883,0.237492353
386.730011,0.118091181,386.730011,0.326880842,386.730011,0.216085747,386.730011,0.083112299,386.730011,0.15075174,386.730011,0.182979286,386.730011,0.15937005,386.730011,0.213061497,386.730011,0.179358661,386.730011,0.182312146,386.730011,0.237394095
386.3970032,0.11834427,386.3970032,0.327088624,386.3970032,0.216213018,386.3970032,0.083110735,386.3970032,0.150577426,386.3970032,0.182917118,386.3970032,0.159667924,386.3970032,0.212950409,386.3970032,0.179402947,386.3970032,0.182359099,386.3970032,0.237347543
386.0639954,0.118729733,386.0639954,0.327015549,386.0639954,0.216126412,386.0639954,0.082831629,386.0639954,0.150369406,386.0639954,0.182764694,386.0639954,0.159391761,386.0639954,0.212852657,386.0639954,0.179308817,386.0639954,0.182391763,386.0639954,0.237467706
385.7309875,0.11899592,385.7309875,0.327050835,385.7309875,0.216060117,385.7309875,0.082824238,385.7309875,0.150290474,385.7309875,0.182842612,385.7309875,0.159311548,385.7309875,0.213105306,385.7309875,0.179180056,385.7309875,0.182309821,385.7309875,0.237254381
385.3980103,0.11920692,385.3980103,0.32728374,385.3980103,0.216184869,385.3980103,0.082812019,385.3980103,0.150376067,385.3980103,0.18278791,385.3980103,0.159501478,385.3980103,0.213118196,385.3980103,0.179373711,385.3980103,0.18260175,385.3980103,0.237643763
385.0650024,0.119511232,385.0650024,0.32716307,385.0650024,0.216327131,385.0650024,0.08251711,385.0650024,0.150264308,385.0650024,0.182889193,385.0650024,0.159344301,385.0650024,0.21310924,385.0650024,0.17944625,385.0650024,0.18254815,385.0650024,0.237418339
384.7319946,0.11955101,384.7319946,0.327723175,384.7319946,0.216447443,384.7319946,0.082751445,384.7319946,0.150383338,384.7319946,0.18313691,384.7319946,0.159514666,384.7319946,0.213623971,384.7319946,0.179813564,384.7319946,0.182769537,384.7319946,0.237890095
384.3989868,0.119669557,384.3989868,0.328040779,384.3989868,0.216740832,384.3989868,0.082859069,384.3989868,0.15035066,384.3989868,0.183290884,384.3989868,0.159635931,384.3989868,0.213619441,384.3989868,0.17981568,384.3989868,0.182934314,384.3989868,0.238013223
384.0660095,0.119835854,384.0660095,0.328197658,384.0660095,0.216833025,384.0660095,0.082691655,384.0660095,0.150336102,384.0660095,0.183388054,384.0660095,0.159720838,384.0660095,0.213743627,384.0660095,0.180111423,384.0660095,0.183260933,384.0660095,0.238224179
383.7330017,0.119706079,383.7330017,0.329079688,383.7330017,0.217410907,383.7330017,0.083241619,383.7330017,0.150878832,383.7330017,0.18411459,383.7330017,0.159939706,383.7330017,0.214449585,383.7330017,0.180805609,383.7330017,0.183812946,383.7330017,0.238776445
